Sr No,Test Name,Test ID,Test Code,Dictionary ID,Profile,Test Amount,Cost Of Test,Outsource Amount,Minimum Selling Price,Revenue Cap,Test Type,Outsource Center,Sample Type,Test Category,Department Name,Accreditation,Integration Code,Short Text,CAP Test,Target TAT (HH:MM),Verification Status,Test Description
820,Platelet Count,5163241,PLATELET COUNT,-,No,150,0.00,0,0.00,0.00,Pathology,SELF,Serum,Routine (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
821,Phosphorus,5163240,PHOSPHORUS,-,No,350,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
822,MYCOBACTERIUM TUBERCULOSIS DNA PCR - QUALITATIVE*,5163239,PCR TUBERCULOSIS ( TB - PCR ),-,No,2000.0,0.00,0.0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
823,Microalbuminuria,5163238,Microalbuminuria,-,No,550,0.00,0,0.00,0.00,Pathology,SELF,Urine,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
824,Microalbumin /Creatinine Ratio- Urine,5163237,Microalbumin /Creatinine Ratio-Spot Urine,-,No,550,0.00,0,0.00,0.00,Pathology,SELF,Urine,Biochemistry,Clinical Biochemistry,Not enable,-,-,NO,-,Not Verified,
825,Malarial Parasite (MP),5163236,MALARIAL PARASITE,-,No,100,0.00,0,0.00,0.00,Pathology,SELF,EDTA WB,Routine (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
826,Magnesium - Serum,5163235,MAGNESIUM - SERUM,-,No,1200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
827,Luteinizing Hormone ( Lh ),5163234,LUTEINIZING HORMONE ( LH ),-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Immunology,Not enable,-,-,NO,-,Not Verified,
828,Lupus Anticoagulant ( La ),5163233,LUPUS ANTICOAGULANT ( LA ),-,No,2200.0,0.00,0.0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,Lupus ( Metro )
829,Liver Function Test ( Lft ),5163232,P66M,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Biochemistry,Not enable,-,LFT,NO,-,Not Verified,
830,Lipoprotein- A (Lp -A),5163231,Lipoprotein- a (LP -a),-,No,1200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
831,Lipid Profile,5163230,LIPID PROFILE,-,No,600,0.00,399,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Biochemistry,Not enable,-,-,NO,-,Not Verified,
832,Lipase,5163229,LIPASE,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
833,Leptospira Antibody Igm,5163228,LEPTOSPIRA ANTIBODY IgM,-,No,1500,0.00,0,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
834,Ldl Cholesterol,5163227,LDL CHOLESTEROL,-,No,500,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Biochemistry,Not enable,-,-,NO,-,Not Verified,Plain Tube
835,Lactate Dehydrogenase ( Ldh ),5163226,Lactate Dehydrogenase ( Ldh ),-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
836,Ionic Calcium,5163225,IONIC CALCIUM,-,No,400.0,0.00,0.0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,PLAIN TUBE (RANDOM SAMPLE)
837,Insulin Level,5163224,INSULIN LEVEL ,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
838,Total IgE*,5163223,IGE LEVEL,-,No,850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
839,HLA B-27*,5163222,HLA - B 27 By Flow cytometry method,-,No,2000,0.00,0,0.00,0.00,Pathology,SELF,EDTA WB,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
840,Hiv Western Blot Assay(Hiv 1 & 2),5163221,HIV WESTERN BLOT ASSAY(HIV 1 & 2),-,No,1600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
841,Hiv P24 Antigen,5163220,HIV p24 Antigen,-,No,1500,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
842,Semen Wash Analysis,5163219,SEMEN WASH ANALYSIS,-,No,1000,0.00,0,0.00,0.00,Pathology,SELF,Serum,Clinical Pathology,Pathology,Not enable,-,-,NO,-,Not Verified,
843,Herpes Simplex Virus (Hsv ) 1 & 2 Igg & Igm,5163218,Herpes Simplex Virus [ HSV ] IgG & IgM,-,No,2100,0.00,2100,0.00,0.00,Pathology,SELF,Serum,Outsource,Immunology,Not enable,-,-,NO,-,Not Verified,
844,Herpes Simplex Virus 1 & 2 Igm [ Hsv ],5163217,Herpes Simplex Virus 1 & 2 IgM,-,No,1600,0.00,1600,0.00,0.00,Pathology,SELF,Serum,Outsource,Immunology,Not enable,-,-,NO,-,Not Verified,
845,Hepatitis E Virus - Igm ( Hev Igm ),5163216,HEPATITIS E VIRUS - IgM ( HEV IgM ),-,No,1600.0,0.00,1600.0,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
846,Hepatitis B Envelope Antigen (HBeAg) ,5163215,HEPATITIS B VIRUS ENVELOPE ANTIGEN ( HBeAg ),-,No,1000,0.00,1000,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
847,Hepatitis A Virus - Igm ( Hav - Igm ),5163214,HEPATITIS A VIRUS - IgM ( HAV - IgM ),-,No,2000.0,0.00,0.0,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
848,Hematocrit ( Pcv ),5163213,HEMATOCRIT ( PCV ),-,No,120,0.00,0,0.00,0.00,Pathology,SELF,Serum,Routine (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
849,Hdl Cholesterol,5163212,HDL Cholesterol,-,No,400,0.00,0,0.00,0.00,Pathology,SELF,Serum,Routine (Pathology),Biochemistry,Not enable,-,-,NO,-,Not Verified,
850,Hanging Drop Preparation,5163211,Hanging Drop Preparation,-,No,1500,0.00,0,0.00,0.00,Radiology,SELF,Serum,Clinical Pathology,Pathology,Not enable,-,-,NO,-,Not Verified,For <em>Vibrio cholerae .?</em>
851,Haemoglobin,5163210,HB CEP,-,No,100,0.00,0,0.00,0.00,Pathology,SELF,EDTA WB,Biochemistry,Hematology,Not enable,-,HB CEP,NO,-,Not Verified,
852,H.Pylori Antigen,5163209,H.Pylori Antigen,-,No,1200,0.00,0,0.00,0.00,Radiology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
853,Growth Hormone ( Gh ),5163208,GROWTH HORMONE ( GH ),-,No,1200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
854,Glycosylated Haemoglobin ( Ghb / Hba1C ),5163207,GLYCOSYLATED HAEMOGLOBIN ( GHB / HBA1c ),-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,A,Pathology,Not enable,-,-,NO,-,Not Verified,
855,Modified Glucose Tolerance Test,5163206,MODIFIED GLUCOSE TOLERANCE TEST,-,No,400,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry 1,Pathology,Not enable,-,-,NO,-,Not Verified,
856,Gamma Glutamyl Transferase ( Ggtp ),5163205,,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
857,"G-6-PD, QUANTITATIVE, BLOOD",5163204,G6PD (Glucose 6 Phosphate Dehydrogenase) Quantitative,-,No,1200,0.00,1200,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
858,G6PD (Glucose 6 Phosphate Dehydrogenase) Quantitative,5163203,G6PD (Glucose 6 Phosphate Dehydrogenase) Qualitative,-,No,1200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
859,Fsh / Lh / Prl,5163202,C099,-,No,1500,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
860,FREE THYROID PROFILE*,5163201,FREE THYROID PANEL,-,No,700,0.00,599,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Immunology,Not enable,-,FTFT,NO,-,Not Verified,
861,Free T4 (Thyroxine - Free),5163200,FREE T4 (THYROXINE - FREE),-,No,200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,PLAIN TUBE
862,Free T3 ( Tri-Iodothyronine - Free ),5163199,FREE T3 ( TRI-IODOTHYRONINE - FREE ),-,No,200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
863,Free Prostate Specific Antigen (Free Psa ),5163198,Free PROSTATE SPECIFIC ANTIGEN (Free PSA ),-,No,850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
864,Follicle Stimulating Hormone ( Fsh ),5163197,,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
865,Folic Acid,5163196,FOLIC ACID,-,No,950,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
866,FERRITIN,5163195,Ferritin,-,No,600.0,0.00,0.0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
867,Estradiol ( E2 ),5163194,ESTRADIOL ( E2 ),-,No,600,0.00,600,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
868,ERYTHROCYTE SEDIMENTATION RATE (ESR),5163193,ESR CEP,-,No,200,0.00,0,0.00,0.00,Pathology,SELF,EDTA WB,Haematology,Hematology,Not enable,-,ESR CEP,NO,-,Not Verified,ESR TUBE
869,Electrolytes,5163192,ELECTROLYTES,-,No,500,0.00,0,0.00,0.00,Pathology,SELF,Serum,E,Pathology,Not enable,-,-,NO,-,Not Verified,
870,Dhea - Sulphate ( Dhea-S ),5163190,DHEA - SULPHATE ( DHEA-S ),-,No,1500,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
871,D - Dimer,5163189,D - Dimer,-,No,2000,0.00,0,0.00,0.00,Pathology,SELF,Plasma,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
872,Cystatin C,5163188,Cystatin C,-,No,1200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
873,Creatinine Clearance ( 24 Hrs Urine ),5163187,CREATININE CLEARANCE ( 24 HRS URINE ),-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
874,Creatinine,5163186,CREATININE CEP,-,No,100,0.00,100,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Biochemistry,Not enable,-,-,NO,-,Not Verified,
875,CK-MB*,5163185,CPK - MB,-,No,700,0.00,700,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Biochemistry,Not enable,-,-,NO,-,Not Verified,
876,Creatine Phosphokinase (CPK),5163184,CPK (CK NAC),-,No,400,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Biochemistry,Not enable,-,-,NO,-,Not Verified,
877,"Cortisol, Serum",5163183,CORTISOL,-,No,800.0,0.00,0.0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
878,Coombs Test-Indirect,5163182,COO1,-,No,700,0.00,0,0.00,0.00,Pathology,SELF,Serum,Routine (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
879,Coombs Test-Direct,5163181,COO2,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Routine (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
880,Cmv (Cytomegalo Virus) - Igm,5163180,CMV (CYTOMEGALO VIRUS) - IGM,-,No,1000,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
881,Cmv (Cytomegalo Virus) - Igg,5163179,CMV (CYTOMEGALO VIRUS) - IgG,-,No,1000,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
882,Chloride(Cl),5163178,Chloride(Cl),-,No,400,0.00,0,0.00,0.00,Pathology,SELF,Serum,E,Pathology,Not enable,-,-,NO,-,Not Verified,
883,CHIKUNGUNYA IGM ANTIBODY - INFECTIOUS DISEASES (RAPID),5163177,S113,-,No,2000.0,0.00,0.0,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
884,Ceruloplasmin ,5163176,CERULOPLASMIN ,-,No,1200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
885,Cerebrospinal Fluid Examination ( CSF),5163175,CY10,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Cytology,Cytology,Not enable,-,-,NO,-,Not Verified,
886,Ccp - Cyclic Citrullinated Peptide Antibody,5163174,CCP - CYCLIC CITRULLINATED PEPTIDE ANTIBODY,-,No,1500,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
887,Carcino Embryonic Antigen ( Cea )*,5163173,CARCINO EMBRYONIC ANTIGEN ( CEA ),-,No,900,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
888,CALCIUM*,5163172,CALCIUM CEP,-,No,200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,PLAIN TUBE (RANDOM SAMPLE)
889,Ca 19.9 ( Pancreatic Cancer Marker )*,5163171,CA 19.9 ( PANCREATIC CANCER MARKER ),-,No,1500,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
890,Ca 15.3 ( Breast Cancer Marker ),5163170,CA 15.3 ( BREAST CANCER MARKER ),-,No,1500,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
891,CA 125 Level ,5163169,CA - 125,-,No,1200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
892,C4 Complement Component,5163168,C4,-,No,1200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
893,C3 COMPLEMENT COMPONENT*,5163167,C3 ,-,No,650,0.00,650,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
894,Hs Crp (High Sensitive C Reactive Protein),5163166,hs CRP (High Sensitive C Reactive Protein),-,No,800,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
895,C - Peptide,5163165,C PEPTIDE,-,No,1000,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
896,Blood Urea Nitrogen ( Bun ),5163164,BLOOD UREA NITROGEN ( BUN ),-,No,200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Clinical Biochemistry,Biochemistry,Not enable,-,BUN,NO,-,Not Verified,
897,BLOOD GROUP (ABO & Rh TYPING),5163163,BLOOD GROUP CEP,-,No,100,0.00,0,0.00,0.00,Pathology,SELF,EDTA WB,Routine (Pathology),Hematology,Not enable,-,BLOOD GROUP CEP,NO,-,Not Verified,
898,PPBS,5163162,Blood Glucose PP ( PPBS),-,No,60,0.00,49.0,0.00,0.00,Pathology,SELF,Fluoride-P,Biochemistry 1,Biochemistry,Not enable,-,-,NO,-,Not Verified,
899,RBS,5163161,RBS CEP,-,No,60,0.00,0,0.00,0.00,Pathology,SELF,Fluoride Plasma,Biochemistry 1,Biochemistry,Not enable,-,RBS,NO,-,Not Verified,
900,FBS,5163160,BLOOD GLUCOSE LEVEL ( FASTING ),-,No,60,0.00,0,0.00,0.00,Pathology,SELF,Fluoride Plasma,Biochemistry 1,Biochemistry,Not enable,-,FBS,NO,-,Not Verified,
901,Bleeding Time ( Bt ) & Clotting Time ( Ct ),5163159,BLEEDING TIME ( BT ) & CLOTTING TIME ( CT ),-,No,100,0.00,0,0.00,0.00,Pathology,SELF,Serum,Routine (Pathology),Hematology,Not enable,-,-,NO,-,Not Verified,
902,Bilirubin,5163158,,-,No,100,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
903,BETA HCG-SERUM,5163157,BC101,-,No,500,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Immunology,Not enable,-,-,NO,-,Not Verified,
904,Beta 2 Microglobulin,5163156,BETA 2 MICROGLOBULIN,-,No,1700,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
905,ALLERGY COMPREHENSIVE PANEL(FOOD+INHALANT+NON VEG +DRUG),5163155,ALLERGY COMPREHENSIVE PANEL,-,No,8500,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special Biochemistry,Profiles,Not enable,-,-,NO,-,Not Verified,
906,Immunoglubulin Igg Level,5163154,Immunoglubulin IgG level,-,No,800,0.00,0,0.00,0.00,Pathology,SELF,Serum,-,Pathology,Not enable,-,-,NO,-,Not Verified,
907,Apolipoprotein,5163153,APOLIPOPROTEIN,-,No,1400,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
908,Apolipoprotein B,5163152,APOLIPOPROTEIN B,-,No,800,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
909,Apolipoprotein A1,5163151,APOLIPOPROTEIN A1,-,No,800,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
910,Anti Thyroglobulin Antibody (Atg),5163149,Anti Thyroglobulin Antibody (ATG),-,No,1600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
911,Anti Streptolysin O (ASO )*,5163148,ANTI STREPTOLISIN O ( ASO ),-,No,200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Routine (Pathology),Immunology/Serology,Not enable,-,-,NO,-,Not Verified,
912,Anti Cardiolipin Antibody - Igm*,5163147,ANTI CARDIOLIPIN ANTIBODY - IgM,-,No,800,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
913,Anti Cardiolipin Antibody - Igg*,5163146,ANTI CARDIOLIPIN ANTIBODY - IgG,-,No,800,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
914,Anti Mullerian Hormone ( Amh )*,5163145,ANTI MULLERIAN HORMONE ( AMH ),-,No,1950,0.00,1800,0.00,0.00,Pathology,SELF,Serum,Immunology,Immunology,Not enable,-,AMH,NO,-,Not Verified,
915,ANTI NUCLEAR ANTIBODY-(ANA)* IFA,5163144,ANA BY IFA,-,No,2000,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
916,Amylase Fluid,5163143,AMYLASE FLUID,-,No,600,0.00,600,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
917,Ammonia,5163142,AMMONIA,-,No,1200,0.00,0,0.00,0.00,Pathology,SELF,EDTA Plasma,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
918,Alpha Feto Protein (AFP)-Ascitic Fluid,5163141,ALPHA FETOPROTEIN ( AFP ),-,No,1400,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
919,Alkaline Phosphatase  ,5163140,ALKALINE PHOSPHATASE  ,-,No,200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Biochemistry,Not enable,-,-,NO,-,Not Verified,
920,Measles Igm Antibody,5163138,Measles IgM Antibody,-,No,1700,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
921,Albumin,5163137,Albumin,-,No,200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,Plain Tube (Random Sample)
922,Acid Phosphatase Total,5163136,ACID PHOSPHATASE TOTAL,-,No,800,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
923,Ace (Angiotensin Converting Enzyme)*,5163135,ACE (ANGIOTENSIN CONVERTING ENZYME) ,-,No,950,0.00,950,650.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,ACE ( Angiotensi Converting Enzyme)
924,Uric Acid - SERUM,5163134,URIC ACID,-,No,100,0.00,99,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Biochemistry,Not enable,-,UA,NO,-,Not Verified,2ml Serum to be collected in Plain Tube.
925,24 Hrs Urinary Protein,5163133,24 HRS URINARY PROTEIN,-,No,400,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
926,Urine 24 Hr Copper,5163132,Urine 24 hr Copper,-,No,1600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
927,TOTAL CHOLESTEROL,5163131, Cholesterol,-,No,100,0.00,100,0.00,0.00,Pathology,SELF,Serum,,Biochemistry,Not enable,-,-,NO,-,Not Verified,
928,Semen Analysis Report,5163130,SEMEN ANALYSIS REPORT,-,No,450,0.00,440,0.00,0.00,Pathology,SELF,Serum,Clinical Pathology,Pathology,Not enable,-,-,NO,-,Not Verified,
929,Ra Factor ( Rheumatoid Arthritis Factor ) Quantitative,5163129,BC20,-,No,500,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Biochemistry,Not enable,-,-,NO,-,Not Verified,
930,Factor Viii (Anti-Hemophilia A) Activity,5163126,Factor VIII (Anti-Hemophilia A) Activity,-,No,2800,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
931,Factor V Leiden -Mutation Detection - Pcr,5163125,Factor V Leiden -Mutation Detection - PCR,-,No,7000,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
932,Anti Thrombin (At Iii) Activity -Functional,5163124,Anti Thrombin (AT III) Activity -Functional,-,No,3000,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Biochemistry,Not enable,-,-,NO,-,Not Verified,
933,Aldolase,5163123,Aldolase,-,No,1000,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
934, Hepatitis B Surface Antigen (Hbsag) -Quantitative*,5163122,C319,-,No,550,0.00,550,0.00,0.00,Pathology,SELF,Serum,Outsource,Immunology/Serology,Not enable,-,-,NO,-,Not Verified,
935,Sr Bicarbonate Level,5163121,Sr bicarbonate level,-,No,1200,0.00,0,0.00,0.00,Pathology,SELF,Serum,-,Pathology,Not enable,-,-,NO,-,Not Verified,
936,Hiv By Elisa Method,5163120,HIV BY ELISA METHOD,-,No,900,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
937,TB PCR,5163119,Endometrium TB PCR,-,No,2000.0,0.00,0.0,0.00,0.00,Pathology,SELF,Any Specimen,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
938,Rubella (German Measles) IgM,5163118,Rubella Virus Antibody - IgM,-,No,600,0.00,500,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
939,Anti Mitochondrial Antibody,5163117,Anti Mitochondrial Antibody,-,No,2000.0,0.00,0.0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
940,Sr Gastrin ,5163116,Sr Gastrin level,-,No,2500,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
941,Elisa - Dengue Combicheck,5163115,ELISA - Dengue Combicheck,-,No,1200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
942,Anti Nmo Antibody,5163114,Anti NMO Antibody,-,No,5000,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
943,24 Hrs Urinary Phosphorus,5163113,24 HRS URINARY PHOSPHORUS,-,No,800,0.00,0,0.00,0.00,Pathology,SELF,Serum,-,Pathology,Not enable,-,-,NO,-,Not Verified,
944,Rh Antibody Titre,5163112,Anti D Titre,-,No,1200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
945,Urine Electrolytes ,5163111,Urine Electrolytes ,-,No,800,0.00,0,0.00,0.00,Pathology,SELF,Serum,E,Pathology,Not enable,-,-,NO,-,Not Verified,
946,Elisa Dengue Igm & Igg Antibodies,5163110,Dengue IgM & IgG Antibodies,-,No,2400,0.00,0,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
947,Hb-H,5163109,Hb-H,-,No,900,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
948,Free B Hcg,5163104,Free B HCG,-,No,1000,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
949,Fungal Culture & Sensitivity,5163103,Fungal Culture & sensitivity,-,No,1000.0,0.00,0.0,0.00,0.00,Pathology,SELF,Any Specimen,Outsource,Microbiology,Not enable,-,-,NO,-,Not Verified,
950,Pas Staining,5163102,PAS staining,-,No,750,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
951,Sex Hormone Binding Globulin,5163101,Sex Hormone Binding Globulin,-,No,3000,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
